FractionCSP3,NumHAcceptors,NumHDonors,NOCount,NHOHCount,NumAliphaticRings,NumAliphaticHeterocycles,NumAromaticHeterocycles,NumAromaticRings,NumRotatableBonds,TPSA,MolLogP,logS_aq_avg,SMILES
70.79,0.2222222222222222,0.0,6.0,0.0,0.0,1.0,3.0,6.0,0.0,6.0,4.603900000000004,-5.6,CCOC(=O)[C@@H](C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1
115.06,0.0,4.0,6.0,0.0,1.0,0.0,2.0,6.0,4.0,0.0,1.2843999999999998,-5.02,OC1=C(O)C2=C(C=C1)C(=O)C1=C(O)C=CC(O)=C1C2=O
72.19,0.1111111111111111,3.0,4.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,1.437,-1.32,NC(=O)SCC(=O)NC1=CC=CC=C1
77.28,0.3333333333333333,0.0,5.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,1.3475,-1.67,[O-][N+](=O)C1C(=O)CC(CC1=O)C1=CC=CC=C1
9.23,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.8214000000000001,-0.93,CCOC(C)(C)C
63.37,0.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.9538,-3.09,OC1=CC=C(Cl)C=C1[N+]([O-])=O
42.85,0.1,0.0,3.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,2.5746200000000004,-5.37,CC1=CC2=NC3=C(SC(=O)S3)N=C2C=C1
69.67000000000002,0.5,0.0,5.0,0.0,2.0,0.0,0.0,5.0,0.0,7.0,3.711300000000003,-4.62,COC(=O)C(\C)=C/C1C(C(=O)OC2CC(=O)C(C\C=C\C=C)=C2C)C1(C)C
72.55,0.0,3.0,4.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,2.1936,-4.52,Nc1cc(O)c(cc1)C(=O)Oc1ccccc1
35.53,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,3.653800000000002,-2.11,CCSCCSP(=O)(OCC)OCC
78.38999999999999,0.3333333333333333,2.0,5.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,1.9657999999999998,-3.16,CCCOc1ccc(cc1N)[N+]([O-])=O
26.02,0.25,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.7063000000000001,-0.46,C[C@H](N)C1=CC=CC=C1
0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.454620000000004,-6.82,Cc1cc2cc3ccc4ccccc4c3cc2cc1
57.61000000000001,0.8181818181818182,1.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,6.0,1.4998,-1.46,CCCCCCN1CC(CC1=O)C(O)=O
57.53,0.875,2.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.1141,-0.9,CC(C)C(O)C(C)(C)C(O)=O
58.89,0.5,1.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,5.0,4.672960000000004,-4.82,Cc1cc(C)c(C2CC(O)=C(C(=O)C2)C(CC)=NOCC)c(C)c1
46.53,0.125,1.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.7833999999999999,-3.31,COC(=O)C1=CC(I)=C(O)C=C1
42.09,0.4444444444444444,1.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.80824,-2.62,CCOC(=O)C1=C(C)C=C(C)N1
38.33,0.2222222222222222,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.849400000000001,-3.14,CNC(=O)OCC1=CC(Cl)=C(Cl)C=C1
74.6,0.0,2.0,4.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,1.9305999999999996,-3.32,OC1=C(C=CC=C1)S(=O)(=O)C1=C(O)C=CC=C1
63.37,0.14285714285714285,1.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.3192000000000004,-1.62,OC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
55.4,0.2,1.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.3154,-2.6,CC(=O)NC1=CC2=C(COC2=O)C=C1
65.72,0.1111111111111111,2.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.5248199999999997,-3.04,CC1=CC2=C(NC(=O)C(=O)N2)C=C1
58.2,0.8,2.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.8189999999999995,-0.62,CCCC(=O)NCCNC(=O)CCC
46.53,0.2222222222222222,1.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,2.2222999999999997,-3.22,CCOC(=O)C1=CC(Cl)=C(O)C=C1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.620600000000001,-6.78,ClC1=CC=CC(Cl)=C1C1=C(Cl)C(Cl)=C(Cl)C=C1
70.26,0.2,2.0,5.0,0.0,0.0,1.0,2.0,5.0,1.0,2.0,1.2291999999999998,-1.71,COC1=CC2=C(N=CC=N2)C(N)=C1OC
98.53999999999999,0.16666666666666666,1.0,7.0,0.0,0.0,0.0,1.0,5.0,1.0,6.0,1.2448000000000001,-2.47,CCOC(=O)C(\NC=O)=C\C1=CC=CC(=C1)N(=O)=O
98.66,0.6666666666666666,4.0,6.0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,-3.0457999999999985,-0.5,OCC1NC(=O)C(CO)NC1=O
16.130000000000003,0.2857142857142857,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.1476,-0.21,CN(C)C1=CC=NC=C1
50.160000000000004,0.42857142857142855,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.07949999999999996,-1.34,CN1C=NC2=C1CNC(=O)N2C
37.3,0.18181818181818182,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.26,-2.56,C\C=C(\CC1=CC=CC=C1)C(O)=O
108.73999999999998,0.0,2.0,6.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,1.3332000000000002,0.54,OS(=O)(=O)C1=CC2=CC=CC(=C2C=C1)S(O)(=O)=O
41.99,0.6,1.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,9.0,3.562000000000002,-3.14,CCCCCCCCCNC(=O)C1=CN=CC=C1
58.2,0.2727272727272727,2.0,4.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.9037,-1.33,O=C(NC1=CC=CC=C1)C1CCC(=O)N1
97.16,0.3333333333333333,2.0,7.0,0.0,0.0,1.0,1.0,5.0,2.0,3.0,1.1927,-2.86,CCNC(=O)NC1=NC=C(S1)N(=O)=O
158.3,1.0,6.0,10.0,3.0,3.0,0.0,0.0,10.0,6.0,2.0,-4.348399999999995,-0.01,OCC1OC2(COC3(CO2)OC(CO)C(O)C3O)C(O)C1O
104.06,0.6,3.0,6.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,-2.0342,0.18,COC(=O)C(O)C(O)C(O)=O
91.66999999999999,0.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.6315000000000001,0.39,OC(=O)C1=C(C=CC=C1)S(O)(=O)=O
113.52,0.5,3.0,8.0,1.0,1.0,2.0,2.0,8.0,3.0,2.0,-1.5622000000000007,-0.4,OCC1OC(C(O)C1O)N1C=NC2=CN=CN=C12
24.92,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.8961999999999999,0.79,C1CCC(NC1)C1=CN=CC=C1
52.6,0.8,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,1.6714,-0.82,CCCCCOC(=O)C(C)OC(C)=O
32.59,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.07619999999999999,0.58,ON=C
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.660400000000002,-6.4,ClC1=CC=C(C=C1)C1=CC(Cl)=CC=C1
9.23,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,5.4391000000000025,-4.95,ClC1=CC(Cl)=C(OC2=CC=CC=C2Cl)C=C1
37.3,0.8571428571428571,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.984,-1.07,CC(CCO)CCC=O
52.6,0.8181818181818182,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,2.0631,-2.23,CCC(=O)OCCCCCOC(=O)CC
74.6,0.6666666666666666,2.0,4.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,0.4197999999999999,-0.33,OC(=O)C1CCC(S1)C(O)=O
80.66000000000001,0.1,1.0,6.0,0.0,0.0,2.0,2.0,5.0,1.0,2.0,0.8273199999999998,-0.73,CC1=CC=NC(NC(=O)C2=CN=CC=N2)=N1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7666000000000013,-1.89,CCC(Cl)(Cl)Cl
74.79,0.0,4.0,4.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.6016700000000001,-2.44,NC(=N)NC1=NC2=C(S1)C=CC=C2
44.75,0.375,0.0,5.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.3399899999999997,-3.32,CN1C=NC2=C1C(=S)N(C)C(=O)N2C
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4174000000000007,-1.89,CC(Cl)C(Cl)Cl
57.53,0.875,2.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0122,-0.9,CC1CCCCC1(O)C(O)=O
78.07000000000001,0.0,2.0,5.0,0.0,1.0,1.0,1.0,5.0,2.0,0.0,1.008,-3.8,O\N=C1\C=C/C(=N/O)/C2=C1C=CC=N2
37.3,0.3,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.638300000000001,-3.67,CC(C)C1=C(Br)C=CC(=O)C(O)=C1
33.120000000000005,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.9403999999999992,-2.5,OC1=CC2=C(C=CC=N2)C=C1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1703,-2.04,C1CC1
55.4,0.16666666666666666,1.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,1.9900000000000002,-3.11,CCOC(=O)C(\NC=O)=C\C1=CC=CC(Cl)=C1
88.16,0.07692307692307693,2.0,6.0,0.0,0.0,1.0,2.0,4.0,2.0,4.0,1.8407999999999998,-3.72,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1
74.6,0.8,2.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.5981,-1.64,CC1(C)CC(C)(CC1C(O)=O)C(O)=O
200.25,1.0,0.0,15.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,-1.3731999999999993,-2.54,O=N(=O)OCC(CON(=O)=O)(CON(=O)=O)N(=O)=O
76.25999999999999,0.1,1.0,5.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,2.15702,-3.96,CC1=NC2=C(O)C=CC(=C2C=C1)[N+]([O-])=O
65.18,0.8181818181818182,2.0,4.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,2.8831000000000007,-3.96,CCC(C)(C)C1CC\C(=N/O)\C(\C1)=N\O
65.56,0.875,0.0,8.0,2.0,2.0,0.0,0.0,6.0,0.0,5.0,0.5346000000000017,-1.26,CCOC(=O)N1CCN(CCN2CCN(CC2)C(=O)OCC)CC1
63.6,0.3333333333333333,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.19029999999999986,-0.75,COC(=O)C(\C)=C\C(O)=O
26.3,0.2222222222222222,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.8978,-2.11,CCOC1=C(C=O)C=CC=C1
32.86,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.5281,-2.48,O=C1NC=CC2=CC=CC=C12
72.83,0.1111111111111111,1.0,5.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,0.6826,-1.19,OC(=O)C(=O)C1=CC=C2OCOC2=C1
78.62,0.38461538461538464,2.0,5.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,1.7111,-2.61,CC(C)(C)C(=O)OCOC1=CC=CC=C1C(N)=O
94.29999999999998,0.09090909090909091,2.0,5.0,0.0,0.0,1.0,2.0,5.0,1.0,3.0,1.53672,-4.02,CC1=CC=C(C=C1)S(=O)(=O)C1=CSC(=C1)S(N)(=O)=O
25.78,0.0,0.0,2.0,0.0,0.0,2.0,4.0,6.0,0.0,3.0,5.705400000000003,-4.52,S(SC1=NC2=C(S1)C=CC=C2)C1=NC2=C(S1)C=CC=C2
92.47,0.0,2.0,6.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,3.206100000000001,-4.55,OC1=C(C=CC=C1C(=O)NC1=CC=C(Cl)C=C1)N(=O)=O
33.29,0.43478260869565216,2.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,6.810600000000006,-6.81,CC(C)C1=CC(OC2=CC=CC=C2)=CC(C(C)C)=C1NC(=S)NC(C)(C)C
98.28999999999999,0.1,7.0,4.0,0.0,0.0,0.0,3.0,4.0,4.0,3.0,3.0258200000000004,-3.03,CC1=C(N)C=CC(=C1)C(O)(C1=CC=C(N)C=C1)C1=CC=C(N)C=C1
0.0,0.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.531640000000004,-5.48,CC(C)C1=CC2=C(C)C=CC2=C(C)C=C1
35.58,0.3448275862068966,1.0,4.0,2.0,2.0,0.0,3.0,3.0,1.0,7.0,5.305400000000005,-4.68,FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1
44.760000000000005,0.14285714285714285,0.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,6.0,6.256760000000005,-6.09,CC1=CC=C(OP(=O)(OC2=CC=C(C)C=C2)OC2=CC=C(C)C=C2)C=C1
12.47,0.21739130434782608,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,4.0,4.310700000000003,-7.22,C1CN(CCO1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
52.60000000000001,0.9090909090909091,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,6.354200000000008,-5.68,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC
26.3,0.125,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.1194999999999995,-2.65,BrC1=CC2=C(COC2=O)C=C1
53.089999999999996,0.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.08049999999999996,-1.25,OC1=CC(=O)NC=C1
40.46,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,-0.252,1.05,CC(O)C(C)O
70.99999999999999,0.5714285714285714,1.0,6.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.10709999999999997,0.11,CNC(=O)ON=C(SC)C(=O)N(C)C
20.23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5410000000000001,1.0,OCC(F)(F)F
37.3,0.8333333333333334,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.5072,-0.81,O=C(O)C(CC)CC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.102500000000001,-3.63,Brc1ccc(Cl)cc1
43.07,0.11764705882352941,0.0,4.0,0.0,0.0,1.0,3.0,5.0,0.0,5.0,5.901900000000002,-5.38,ClC1=CC=C(CS\C(CN2C=NC=N2)=N/C2=CC=C(Cl)C=C2Cl)C=C1
63.6,0.06666666666666667,1.0,4.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,2.6446000000000005,-3.1,OC(=O)C1=C(C=CC=C1)C1OC(=O)C2=C1C=CC=C2
30.82,0.38095238095238093,0.0,3.0,1.0,1.0,0.0,2.0,3.0,0.0,4.0,5.1791000000000045,-6.68,CCOC1=CC(=CC=C1C1COC(=N1)C1=C(F)C=CC=C1F)C(C)(C)C
0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.308900000000002,-4.2,CC(C)C1=CCC(C)=CC1
34.89,0.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,2.5393,-3.38,ClC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1
80.31,1.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,-1.5047999999999992,0.04,CS(=O)(=O)NS(C)(=O)=O
54.6,1.0,4.0,6.0,2.0,2.0,0.0,0.0,6.0,4.0,0.0,-2.448999999999998,-0.01,C1NNCN2CNNCN12
40.46,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.7773999999999999,0.18,CCC(CC)(CO)CO
20.23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9944999999999999,-0.21,CC(O)C(C)Cl
20.23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9961,0.16,CC(C)(O)CCl
20.23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.215,-0.18,CC(O)(CCl)CCl
46.33,0.2222222222222222,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.5099200000000002,-0.4,CN(C(N)=O)C1=C(C)C=CC=C1
189.12999999999997,0.0,5.0,10.0,0.0,0.0,0.0,2.0,7.0,4.0,3.0,0.16209999999999997,-0.32,NC1=C(C=C(C2=CC=C(C=C12)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O
91.66999999999999,0.7619047619047619,2.0,5.0,0.0,4.0,0.0,0.0,5.0,2.0,2.0,1.9898,-3.11,O=C1CCC2(C)C(CCC3C2C(CC4(C)C3CCC4(O)C(CO)=O)=O)=C1
40.46,0.14285714285714285,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.8844999999999998,-0.27,OCC1=CC=CC(O)=C1
29.1,0.9,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.237,-1.89,O=C1CCCCCCCCCN1
28.68,0.5714285714285714,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.6081999999999999,-1.05,CC(C)CC1=NC=CN1
9.23,0.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.8330000000000002,-1.61,COCC1=CC=CC=C1
69.11,0.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.42239999999999955,-1.15,NP(N)(=O)C1=CC=CC=C1
43.09,0.5,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.3102,-1.27,NC(=O)C(Br)(Br)Br
26.3,0.875,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.9857,-1.35,CCC(CC)COC(C)=O
20.23,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.3052200000000003,-2.47,CC1=CC(I)=C(O)C=C1
9.23,0.09090909090909091,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.8484000000000007,-4.2,COC1=C2C=CC=CC2=CC=C1
27.03,0.4166666666666667,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,2.5930800000000005,-0.97,CCN(CC)C(C#N)C1=CC=CC=C1
27.69,0.42857142857142855,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,2.8047000000000013,-5.37,COC1=CC=C(C=C1OC)C(C)OCC#CC
127.19999999999999,0.68,2.0,8.0,0.0,4.0,0.0,0.0,8.0,2.0,4.0,1.7620999999999996,-4.13,O=C1C=CC2(C)C(CCC3C2(F)C(O)CC4(C)C3CC(OC(C)=O)C4(O)C(COC(C)=O)=O)=C1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.102500000000001,-3.21,Brc1cc(Cl)ccc1
61.82,0.5454545454545454,0.0,6.0,0.0,0.0,2.0,2.0,6.0,0.0,3.0,0.23379999999999979,-1.63,CCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O
78.66999999999999,0.6666666666666666,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,-0.6323000000000001,-0.74,COC(=O)CON(=O)=O
96.63,0.2,2.0,7.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,2.1121,-3.6,CC(C)=NNC(=O)NC1=CC=C(C=C1)N(=O)=O
46.53,0.3,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,1.8488,-1.7,COC(CC(O)=O)C1=CC=CC=C1
75.63,0.6666666666666666,2.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,-0.7795000000000001,-0.62,COC(C)C(NC=O)C(O)=O
17.07,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.005299999999999971,1.11,CS(C)=O
44.019999999999996,0.8,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.52688,0.3,CC(C)C(O)C#N
120.6,0.4444444444444444,2.0,7.0,0.0,0.0,1.0,1.0,7.0,1.0,6.0,0.12240000000000018,-2.55,CC(=O)OCCCS(=O)(=O)C1=CC=C(S1)S(N)(=O)=O
69.78,0.25,0.0,6.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,-0.9728000000000001,-1.46,CN1C(=O)N(C)C2=C(N=CC=N2)C1=O
20.23,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.1935000000000007,-2.27,CC1(C)C2CCC(C)(C2)C1O
65.50999999999999,0.3333333333333333,0.0,5.0,0.0,0.0,1.0,1.0,4.0,0.0,3.0,1.3342,-1.16,COCC1=CC=C(O1)[N+]([O-])=O
68.00999999999999,0.0,3.0,4.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,-0.3149000000000006,-0.14,NNC(=O)C1=CN=CC=C1
63.080000000000005,0.25,1.0,4.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.54472,-0.46,CC1=C(N=NS1)C(O)=O
50.44,0.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.9778,-0.48,O=C(c1ccco1)O
83.09,0.36363636363636365,1.0,7.0,0.0,1.0,0.0,2.0,6.0,1.0,5.0,2.871600000000001,-0.95,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O
0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3253000000000004,-1.61,C\C(Cl)=C\Cl
76.58,0.75,1.0,7.0,0.0,0.0,1.0,1.0,6.0,1.0,5.0,1.9182000000000003,-1.87,COC(CN(C)C(=O)NC1=NN=C(S1)C(C)(C)C)OC
47.36000000000001,0.6,0.0,5.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,1.83282,0.68,CC(C)N1N=C(C)C=C1OC(=O)N(C)C
94.83000000000001,0.75,3.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.028900000000000037,0.5,OC(=O)CCCP(O)(O)=O
109.49000000000001,0.0,4.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,-1.1779000000000002,-1.92,NC(=O)NC(=O)\C=C\C(O)=O
106.74000000000001,0.1111111111111111,1.0,7.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,1.0796,-2.06,COC(=O)C1=CC=C(C=C1C(O)=O)N(=O)=O
43.14,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,3.901200000000002,-6.29,[O-][N+](=O)c1c2ccccc2cc2ccccc21
26.3,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.3981999999999999,-0.37,COC(=O)CCl
18.46,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,4.891400000000001,-7.23,ClC1=C(Cl)C=C2OC3=CC=CC=C3OC2=C1
52.37,0.4,0.0,4.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,2.3083,-3.21,CC1(C)Cc2cccc(c2O1)[N+]([O-])=O
28.68,0.125,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.8713199999999999,-1.96,Cc2nc1ccccc1[nH]2
